CustomerID,BikeBuyer,YearlyIncome,Age,MaritalStatus,Education,Gender,NumberCarsOwned,TotalChildren
13750,1,110153,47,M,Graduate Degree,M,2,2
14242,0,138941,63,M,Bachelors,M,2,2
24454,1,110326,41,S,Bachelors,F,2,0
21790,1,105525,57,M,Bachelors,M,2,2
13575,1,52152,61,M,High School,F,1,2
24819,1,131875,36,M,Graduate Degree,M,3,1
22894,0,58683,46,M,Graduate Degree,F,1,2
25450,0,81000,38,S,Partial College,M,1,0
16742,1,32703,65,M,Bachelors,M,0,2
19436,1,84096,36,M,Bachelors,M,2,2
26040,1,104666,48,M,Partial College,F,1,1
12075,0,87044,61,S,Bachelors,M,2,1
13114,0,33706,39,S,Bachelors,F,1,0
22143,1,54698,64,M,Bachelors,F,1,2
12379,0,76405,27,S,Partial College,F,2,0
29004,1,34166,57,M,Bachelors,M,1,2
27385,0,108887,66,M,Graduate Degree,M,2,2
14036,0,86709,31,M,Partial College,F,3,0
26720,1,83799,45,M,Partial College,M,0,1
12500,0,80489,26,S,Partial College,F,2,0
22091,1,107806,50,M,Partial College,F,2,2
26521,0,29369,54,M,High School,M,1,2
14489,1,128063,52,M,Graduate Degree,M,3,2
17157,1,51600,55,M,Partial College,M,0,2
12443,0,57173,48,M,Partial College,M,1,2
27895,0,54050,47,S,Partial College,M,1,0
28169,1,53657,44,M,Partial College,M,1,1
12516,0,31128,28,S,Partial College,F,1,0
22658,0,28837,41,S,High School,M,0,0
22955,1,82838,43,M,Bachelors,F,2,1
16579,1,82407,52,M,High School,M,2,2
25190,0,110461,69,M,Graduate Degree,F,2,2
25305,1,82939,32,M,Bachelors,M,3,0
14096,0,55728,26,S,Partial High School,M,1,0
13179,1,57903,63,M,Bachelors,M,1,2
28802,0,56677,33,M,Graduate Degree,F,1,1
25006,0,107659,27,S,Partial College,F,2,0
26361,1,59304,39,M,Partial High School,F,2,2
21135,0,27141,25,M,Partial High School,M,0,0
11198,0,133499,59,S,Bachelors,F,2,1
12299,0,57092,60,M,Graduate Degree,M,1,2
22818,0,26305,59,M,Graduate Degree,F,0,2
15247,0,51775,30,S,High School,F,1,0
17810,1,57670,42,M,Partial High School,M,0,2
27836,0,28132,30,M,Partial High School,M,0,0
15109,1,32313,53,M,High School,F,1,2
23390,0,85835,37,S,Graduate Degree,M,3,0
20281,0,87703,26,S,High School,M,1,0
28486,0,86213,27,M,Bachelors,F,1,0
24385,0,52617,48,M,Partial College,F,0,2
16010,1,103903,65,M,Graduate Degree,F,2,2
18546,1,31816,33,M,Graduate Degree,F,0,2
22484,0,61146,40,S,High School,F,1,0
25130,0,62248,40,M,Bachelors,M,1,2
17255,0,29303,35,M,Partial High School,F,1,1
14555,1,35887,63,S,Partial College,F,0,1
28557,0,104364,32,M,Bachelors,M,2,0
15451,1,54617,43,M,Graduate Degree,F,1,2
24278,1,83871,52,M,Partial College,M,1,2
29304,1,35482,46,M,Bachelors,M,1,2
22965,0,56369,69,S,Partial College,F,1,1
22437,0,134816,35,S,Graduate Degree,F,2,0
26692,1,34200,49,M,Partial College,F,1,1
13106,0,60473,43,M,Bachelors,F,1,1
23915,1,34026,41,M,High School,M,1,1
24435,0,127299,52,M,Graduate Degree,F,2,1
18778,0,51811,31,M,Partial College,M,1,0
28940,0,61202,31,M,Bachelors,F,0,0
28617,1,57188,48,S,High School,M,1,0
28813,1,32495,34,M,High School,M,0,1
20873,1,81582,36,M,Partial College,M,1,2
15067,0,82195,35,S,High School,F,3,0
12109,0,27400,55,S,Partial College,F,1,0
28817,0,52259,34,M,Graduate Degree,M,1,2
19263,0,82120,63,M,Bachelors,F,1,2
15772,0,29056,48,M,Partial High School,M,1,2
20010,1,133891,38,M,Graduate Degree,M,1,1
22608,0,51391,36,S,High School,M,1,0
28965,1,83996,56,M,High School,F,2,2
13029,0,31576,28,S,Partial College,F,1,0
18567,1,54486,38,S,Bachelors,F,1,0
25770,1,84334,49,M,High School,M,3,2
22324,1,59461,34,M,Partial College,F,1,2
18914,1,82832,30,S,High School,F,2,0
24006,1,36801,26,S,Bachelors,M,1,0
15615,1,81335,32,S,High School,F,2,0
27216,0,85443,49,M,High School,F,1,2
27702,0,54525,45,S,Partial College,M,1,0
17168,0,33476,54,S,High School,F,1,0
12628,0,52808,37,M,Partial College,M,1,2
22793,1,57140,52,S,Partial College,M,1,0
15513,0,86962,36,S,Graduate Degree,F,2,0
22889,1,78907,46,M,Partial College,F,3,2
13342,1,133359,63,S,Bachelors,M,2,1
21223,0,84192,44,S,Partial College,F,2,0
12533,0,108043,65,M,Graduate Degree,M,1,2
13560,1,139082,36,M,Graduate Degree,M,2,2
13748,0,133722,47,M,Graduate Degree,M,3,0
25007,0,105797,27,S,Partial College,F,2,0
21167,1,102618,36,S,Graduate Degree,F,0,0
13585,1,32638,52,M,Partial College,F,1,1
20864,1,110774,36,M,Graduate Degree,F,2,0
11726,1,61913,38,S,Partial College,M,2,0
25911,0,51197,27,S,High School,F,1,0
19544,1,86708,46,M,Graduate Degree,F,1,2
22849,0,77552,32,M,Bachelors,M,1,0
20936,0,58598,28,S,Partial College,F,0,0
21702,0,27991,50,M,High School,F,1,2
28334,1,54685,25,S,High School,F,2,0
17193,0,86504,51,M,Partial College,F,2,1
21806,1,61527,54,S,Partial College,M,2,0
27505,0,29964,29,S,High School,F,0,0
13285,1,107122,42,M,Partial College,F,1,1
11479,0,53310,32,M,Bachelors,M,0,0
12712,0,30000,32,S,Partial High School,M,1,0
22974,0,35754,68,M,Partial College,F,0,2
18035,0,60167,31,S,Partial High School,F,0,0
17288,1,131186,36,S,Graduate Degree,M,3,0
19768,0,31407,25,S,Partial High School,M,0,0
24474,0,59178,42,S,Bachelors,F,1,0
15420,1,77508,37,M,Bachelors,M,1,1
27248,1,112843,33,M,Graduate Degree,F,1,1
19339,1,111307,39,M,Bachelors,M,3,0
12375,1,54746,25,S,Partial High School,M,1,0
17992,0,30086,40,S,Partial High School,F,1,0
23466,0,31079,41,S,Partial College,F,0,0
20853,1,107295,35,M,Bachelors,M,1,2
13415,1,128103,72,S,Graduate Degree,M,2,1
19443,1,77062,54,M,Partial College,M,1,2
14831,1,30424,42,M,Bachelors,M,0,2
22048,1,135239,38,M,Bachelors,F,1,2
13581,1,102266,59,M,Partial College,M,1,2
14578,0,28106,37,M,Bachelors,M,0,1
14811,1,58719,39,M,Bachelors,F,0,1
15325,1,59497,57,M,Partial College,M,2,2
17451,1,60295,45,M,High School,F,1,1
13881,0,111934,37,S,Bachelors,F,2,0
20123,0,135171,32,M,Graduate Degree,M,3,0
26572,0,103352,30,S,Partial College,F,1,0
26056,1,76430,39,S,Partial College,F,2,0
23352,1,53604,31,S,Partial College,M,2,0
17500,1,51483,53,S,High School,M,0,0
13280,1,80096,41,M,Partial College,F,1,1
13726,0,61267,51,M,Partial College,M,1,2
18923,1,36535,32,M,Partial College,F,0,0
26319,0,61011,37,S,Bachelors,M,1,0
12433,1,76871,50,M,Partial College,M,2,1
23817,1,102622,46,M,Partial College,F,1,2
27341,1,102838,29,S,Bachelors,F,3,0
27234,0,81425,46,S,Partial College,M,1,0
26673,1,82902,39,M,Bachelors,M,1,1
12434,1,80846,50,M,Partial College,M,2,1
24215,1,52237,52,M,High School,F,1,2
18912,0,27223,30,M,High School,M,1,0
19938,1,80178,55,M,Bachelors,F,1,1
18753,0,57143,30,S,High School,M,1,0
15876,1,137352,61,M,Bachelors,M,3,2
28799,0,53808,46,S,Partial College,F,1,0
27972,0,88035,32,M,Bachelors,M,1,0
19646,0,59005,26,S,Partial High School,M,1,0
22665,0,32647,38,S,Bachelors,M,1,0
16316,0,80578,28,S,Partial College,F,1,0
26578,0,77796,30,S,Partial College,M,1,0
21689,1,110189,74,M,Graduate Degree,F,0,3
12203,1,133057,67,M,Graduate Degree,M,3,2
24037,1,81305,36,S,Partial College,M,2,0
11816,1,109627,35,M,Graduate Degree,M,2,0
17888,0,130507,47,S,Bachelors,F,1,0
21989,0,53911,40,M,Bachelors,M,1,1
14396,0,51091,57,S,Partial College,F,2,0
20126,1,80403,34,M,Graduate Degree,M,1,1
19311,1,111796,37,M,Graduate Degree,F,2,0
12514,1,77219,27,S,Partial College,F,2,0
14855,1,55794,56,S,Partial College,F,2,0
26814,0,29031,40,M,Graduate Degree,M,1,2
16357,0,36240,31,S,High School,F,0,0
21224,0,29115,47,M,Bachelors,M,1,1
17994,1,77548,41,S,High School,M,1,0
21962,1,105342,38,S,Graduate Degree,F,0,0
17327,0,56597,42,S,Bachelors,F,1,0
18768,0,107794,63,M,Bachelors,M,1,2
16309,1,53369,43,M,Bachelors,F,0,1
13574,0,55236,37,S,Partial College,F,1,0
22178,0,57645,52,M,Partial College,F,0,1
11041,0,81882,28,M,Partial College,F,3,0
12961,1,86087,43,M,Partial College,F,1,1
26059,1,59628,40,M,Graduate Degree,M,1,2
21161,1,102267,47,M,Bachelors,F,2,2
27120,1,61466,35,M,Bachelors,M,0,2
22004,0,25923,45,M,Partial College,F,0,2
24296,1,32869,32,S,Partial College,F,0,0
26295,1,112560,33,M,Bachelors,F,3,1
15657,1,83761,45,M,Graduate Degree,M,1,1
28690,1,113276,35,S,Bachelors,M,2,0
15289,1,132602,33,M,Graduate Degree,F,2,1
19969,1,108049,34,S,Bachelors,M,0,0
23971,1,132877,44,S,Graduate Degree,F,2,0
26234,1,59541,29,S,Partial College,M,1,0
13805,1,111680,40,M,Bachelors,M,3,2
26511,0,106824,56,M,Partial College,M,2,2
26640,1,110473,46,S,Graduate Degree,M,3,0
20164,0,28360,62,M,Bachelors,M,1,2
15598,0,56300,40,S,Bachelors,F,1,0
27473,0,34520,57,S,Partial High School,M,1,0
15855,1,86464,42,M,Bachelors,M,1,1
17470,0,109617,68,M,Graduate Degree,F,2,2
19160,1,103692,42,S,Bachelors,F,2,0
12988,0,27020,36,S,Graduate Degree,F,0,0
14617,0,26213,42,S,Bachelors,M,0,0
28015,1,56896,58,M,High School,M,2,2
12738,0,109243,32,M,Bachelors,F,1,0
20994,0,57447,26,M,Bachelors,F,1,0
13663,1,55375,32,S,Partial High School,M,0,0
18223,0,26374,41,M,Partial College,M,1,1
19381,0,87475,30,S,Partial College,F,1,0
27109,1,110017,39,M,Bachelors,F,2,2
25850,1,107738,64,M,Bachelors,M,2,3
18861,0,56858,51,M,High School,F,1,2
26586,1,78440,29,M,Partial College,F,2,0
22309,0,134394,32,M,Bachelors,F,2,0
15908,0,29566,54,M,Partial College,M,1,2
11869,0,77704,38,S,Partial College,F,1,0
25437,0,110631,40,M,Bachelors,M,3,0
29123,1,56041,45,M,Bachelors,F,1,1
18015,0,101989,41,S,Partial College,F,2,0
28485,0,57973,27,S,Bachelors,F,1,0
15788,1,35119,39,S,Bachelors,F,0,0
23392,0,108814,38,S,Graduate Degree,F,3,0
16060,1,62062,35,M,Bachelors,M,1,2
13859,1,33043,34,M,Graduate Degree,F,1,2
19495,0,26546,26,S,High School,M,0,0
22376,0,106204,33,S,Graduate Degree,M,2,0
24280,1,56782,51,S,Partial High School,M,0,0
25020,1,60722,55,S,Partial High School,M,0,0
24623,1,109295,67,M,Graduate Degree,F,2,2
25419,0,26431,38,S,Bachelors,M,1,0
21420,0,56825,48,S,Partial High School,F,1,0
20582,1,79942,53,S,High School,F,3,0
14693,0,60015,32,S,High School,M,1,0
23758,0,33758,32,M,Bachelors,F,1,0
25564,1,33612,28,S,High School,M,0,0
27521,0,62387,32,S,Bachelors,M,1,0
18909,0,80215,50,S,Partial College,F,3,0
25988,1,53423,43,S,High School,M,2,0
23085,1,79968,57,M,High School,M,1,2
22736,0,59690,61,M,High School,F,1,3
25909,0,81905,26,M,Partial College,M,1,0
25888,1,55385,55,M,Partial College,F,2,2
16104,0,109672,40,S,Bachelors,F,1,0
24392,0,34294,49,S,High School,F,1,0
16176,0,85349,37,S,Bachelors,F,3,0
21336,0,55137,52,M,Graduate Degree,M,1,2
18519,0,29585,40,M,Partial College,M,1,2
14507,0,59103,65,M,Graduate Degree,M,2,2
26257,1,52073,50,S,Partial High School,M,2,0
20343,1,60276,44,M,Partial College,F,0,2
15018,1,61918,54,M,High School,F,0,1
24641,1,81831,62,M,Bachelors,F,3,2
20870,0,59186,37,S,High School,F,1,0
25920,1,57148,59,M,Bachelors,M,0,2
16376,0,80660,47,M,Partial College,F,0,2
14798,0,31573,40,S,Partial High School,F,0,0
23281,1,112207,48,M,Partial College,F,1,2
16185,1,130673,40,S,Bachelors,M,0,0
24017,1,54068,45,S,Partial College,F,2,0
28453,1,101921,44,M,Bachelors,F,3,2
11320,1,132795,68,M,Graduate Degree,F,2,3
15443,1,134111,43,M,Graduate Degree,M,2,2
25024,1,78263,25,S,Bachelors,M,3,0
28692,0,85427,34,S,Bachelors,F,1,0
16554,1,105367,47,S,Bachelors,F,2,0
18343,0,105674,29,S,Partial College,M,2,0
19371,1,87512,28,S,Partial College,M,2,0
17133,1,53800,59,S,Bachelors,M,2,1
20480,1,84697,43,S,High School,M,3,0
20455,1,107460,46,M,Bachelors,M,1,2
19591,0,111456,41,S,Bachelors,M,2,0
12595,1,135305,44,S,Graduate Degree,M,2,0
13965,1,109818,39,M,Bachelors,M,3,2
16186,0,53390,31,S,Partial College,F,1,0
20991,0,32269,28,M,High School,M,1,0
20054,0,83798,32,S,Partial College,M,3,0
16923,1,86281,27,S,Partial College,M,2,0
27206,1,59242,51,M,Partial College,M,2,2
24152,1,112627,67,S,Bachelors,M,2,1
12715,1,51794,42,M,Bachelors,M,1,1
24965,1,32876,58,M,High School,M,1,2
25209,0,86407,56,S,High School,F,3,0
23791,0,36079,50,S,Partial High School,M,0,0
11135,0,34533,26,S,Partial High School,M,1,0
15290,1,52847,33,M,Graduate Degree,M,0,1
26031,0,86796,40,S,Bachelors,F,1,0
11467,1,111782,36,M,Graduate Degree,M,1,1
11503,0,138411,75,M,Graduate Degree,M,3,3
19915,0,138041,61,M,Graduate Degree,F,3,2
19135,1,128861,39,M,Graduate Degree,M,2,1
15291,0,78362,34,S,Graduate Degree,F,3,0
22272,0,59021,36,M,Graduate Degree,F,1,2
26592,1,82338,46,S,Bachelors,F,2,0
15822,1,78395,67,M,Bachelors,M,1,2
18513,1,77220,49,M,Partial College,M,0,2
22806,0,26215,61,M,Partial College,F,1,2
27518,1,59433,46,M,Bachelors,F,2,2
19628,0,76923,49,S,Partial College,F,3,0
25706,0,27551,27,S,Partial College,M,1,0
27669,1,107095,52,M,Graduate Degree,F,1,2
18774,0,51979,29,S,Partial College,M,2,0
28286,0,79858,45,M,Partial College,F,1,2
15329,1,80019,57,S,Bachelors,F,2,0
18393,1,61911,43,M,Partial College,F,0,1
23163,0,108839,34,M,Graduate Degree,F,3,2
22335,1,105166,38,M,Graduate Degree,M,3,2
28772,1,87114,51,M,High School,M,3,2
24823,1,128980,36,M,Graduate Degree,M,1,1
17290,0,102669,38,S,Graduate Degree,F,1,0
14152,1,58751,35,S,Partial College,M,1,0
28851,1,57188,35,S,Graduate Degree,M,1,0
27651,1,32588,50,M,High School,M,1,2
21916,1,80254,44,M,High School,M,1,2
25778,0,29743,50,M,Partial College,M,0,2
25529,1,104407,43,S,Graduate Degree,M,2,0
26895,0,33957,32,S,Graduate Degree,F,0,0
22303,0,26097,33,S,Partial High School,M,1,0
23840,0,29582,34,M,Bachelors,M,1,1
13344,0,55721,63,M,Bachelors,F,1,2
29458,1,34524,28,S,High School,M,0,0
11547,0,80552,37,M,Graduate Degree,F,2,1
22626,1,53494,37,S,High School,M,2,0
26475,1,33952,61,S,High School,F,0,1
24569,1,58004,54,M,High School,M,0,2
22997,1,132545,37,M,Bachelors,M,2,2
21994,0,25474,46,S,Bachelors,F,1,0
25069,0,51261,41,M,Bachelors,F,1,2
21087,0,76934,39,S,Bachelors,F,2,0
28958,1,51356,32,M,High School,M,1,1
15668,1,133514,35,M,Graduate Degree,M,0,2
21209,0,83421,40,S,Bachelors,M,1,0
14643,0,86830,38,S,Partial College,M,1,0
14493,0,83252,52,S,Graduate Degree,F,1,0
21239,1,56590,68,M,Partial College,F,0,2
21380,1,51675,55,M,Partial College,F,1,2
28823,0,77618,33,M,Graduate Degree,M,1,1
26637,1,86879,46,M,Bachelors,M,3,2
18034,0,86327,93,M,High School,M,2,2
16991,0,51976,41,S,Bachelors,F,1,0
22470,0,28092,38,M,Bachelors,F,1,2
18528,1,107417,43,M,Partial College,M,2,2
28600,0,77334,50,S,High School,F,1,0
19772,1,83240,51,S,Partial College,M,1,0
25499,0,80958,26,M,Partial College,F,0,0
16247,0,54129,46,S,Graduate Degree,F,0,0
11855,1,102464,42,M,Bachelors,M,2,2
14178,1,80414,59,S,Partial College,F,0,1
26679,0,52859,49,M,Partial High School,M,2,2
14715,1,109543,35,M,Partial College,M,3,1
22128,1,34460,67,M,Graduate Degree,F,1,2
15125,1,85712,30,S,Bachelors,M,1,0
21428,1,109007,48,M,Partial College,F,2,2
11596,1,136289,42,M,Bachelors,M,2,2
13010,1,82017,40,M,Bachelors,F,1,2
26420,0,29878,58,S,Partial High School,M,1,1
19242,0,112284,32,M,Graduate Degree,M,1,0
16994,0,82283,41,S,Bachelors,F,1,0
18507,1,35377,48,M,High School,M,0,2
21706,1,55215,47,M,High School,F,0,2
12316,0,81517,51,M,Partial College,M,2,2
25223,0,137231,39,S,Graduate Degree,M,1,0
12079,1,108096,60,M,Bachelors,M,2,2
20332,1,82649,43,M,Partial College,M,1,2
13769,1,78680,37,M,Graduate Degree,M,2,1
11759,0,29900,35,M,Graduate Degree,F,0,2
26775,1,86362,29,M,High School,F,2,0
22801,1,84218,50,M,Partial College,F,0,2
24230,0,26631,61,M,High School,M,1,2
17276,1,87212,75,S,Graduate Degree,M,3,1
17742,1,35510,44,S,Graduate Degree,M,0,0
24551,0,26588,60,M,Partial High School,F,1,2
17956,0,53696,35,S,Bachelors,M,1,0
13504,1,112440,49,M,Partial College,F,3,1
24504,1,35196,64,M,Bachelors,M,1,2
12576,0,61753,26,S,Partial College,M,1,0
20804,1,31513,50,M,Partial College,F,1,2
27441,0,29010,52,M,High School,M,1,2
12376,0,29514,25,S,Partial High School,F,1,0
25398,0,77557,34,S,Graduate Degree,M,1,0
26111,1,80338,51,M,High School,F,3,2
23866,1,138360,35,M,Graduate Degree,M,3,0
28606,1,51333,49,S,Partial High School,M,2,0
24973,1,53446,57,M,Bachelors,F,2,2
23333,0,26682,30,M,Partial College,M,0,0
27213,0,59077,49,S,Partial High School,F,1,0
25181,0,85434,44,M,High School,M,1,2
25056,1,62542,47,M,Bachelors,M,1,2
15094,1,51742,61,M,High School,F,0,2
20347,1,109532,44,M,Bachelors,F,1,1
22161,0,84415,28,S,Partial College,F,0,0
15063,1,34056,45,M,Bachelors,F,1,1
26473,1,78156,63,S,Bachelors,F,0,1
18899,1,59975,55,M,Partial College,M,2,2
17818,1,84466,40,M,Bachelors,M,2,1
26156,1,61585,43,M,Partial College,F,2,2
14000,1,52551,28,S,Partial High School,M,2,0
22262,0,85794,38,S,Bachelors,M,1,0
15030,1,31600,25,M,Bachelors,M,0,0
20372,0,36232,51,M,Partial High School,F,0,2
18020,1,31355,28,S,High School,M,1,0
28359,1,112205,40,M,Bachelors,F,1,1
25484,1,55500,40,M,Partial College,F,1,1
28276,0,103160,70,M,Partial College,F,3,2
15074,0,60202,85,M,Bachelors,F,2,3
19504,1,109111,43,M,Bachelors,M,3,2
23156,1,105761,36,M,Graduate Degree,F,1,2
14614,1,131017,37,S,Bachelors,M,3,0
14238,0,36498,35,M,Partial High School,M,1,1
25176,1,79438,43,S,Bachelors,M,2,0
25916,0,57198,27,M,Partial College,F,2,0
15040,0,54685,28,M,High School,M,1,0
20020,1,80053,40,S,Bachelors,F,2,0
11389,1,30269,35,S,High School,M,0,0
12135,1,82681,48,M,Partial College,M,3,2
12263,1,76797,45,S,Partial College,M,2,0
11084,0,35956,48,S,Partial High School,M,0,0
27589,1,109253,38,S,Bachelors,M,1,0
15635,0,30854,34,S,High School,F,1,0
13561,1,60861,36,M,Graduate Degree,M,1,1
11274,1,79707,71,M,Graduate Degree,M,0,2
18764,0,52631,27,M,High School,F,1,0
25217,1,135669,38,M,Bachelors,M,3,2
21247,0,57409,26,M,High School,M,1,0
25919,1,79576,59,M,Partial College,F,0,2
15958,1,61277,43,M,Partial College,F,1,2
23130,0,57661,39,S,Bachelors,F,1,0
26606,1,127729,41,S,Graduate Degree,F,2,0
12210,0,111541,27,M,Graduate Degree,M,1,0
26740,1,36995,42,M,Bachelors,M,1,1
15409,0,56075,53,M,Partial College,M,1,1
21328,1,52120,51,S,Partial High School,M,0,0
23491,1,80044,44,S,Partial College,M,3,0
21929,1,106577,38,S,Graduate Degree,F,2,0
25081,0,60690,44,S,Bachelors,F,2,0
26488,1,54944,58,M,High School,F,2,2
18014,0,52244,41,S,Partial College,M,2,0
24395,1,54170,40,M,Bachelors,F,2,2
18142,0,58057,51,S,Partial College,F,0,0
16200,1,59039,34,S,Partial High School,F,0,0
24291,1,81686,31,S,High School,M,2,0
26224,1,62027,33,S,High School,M,0,0
29203,0,80457,48,M,Partial College,F,1,2
16576,1,56020,59,S,Partial College,M,0,1
24619,1,34715,57,S,High School,F,0,0
14526,1,131581,43,M,Graduate Degree,F,2,2
18209,1,34722,33,S,High School,F,0,0
18265,1,101866,41,M,Bachelors,F,0,2
27319,1,30668,51,M,High School,M,0,2
17481,0,34398,28,S,Partial High School,F,1,0
26203,0,112038,38,S,Bachelors,F,2,0
11312,1,79421,52,S,Graduate Degree,F,0,0
12392,0,56553,34,S,Partial High School,F,1,0
16322,0,51642,31,S,Partial High School,F,2,0
16068,1,62072,36,S,Bachelors,M,1,0
27471,1,59137,57,S,High School,F,2,0
15485,0,82347,36,M,Graduate Degree,F,2,1
18974,1,56962,62,M,Bachelors,M,1,2
15651,0,78274,44,S,Partial College,F,1,0
14318,1,31264,43,M,Partial College,M,1,2
18834,0,77054,50,M,High School,F,0,2
15976,1,83827,45,S,High School,M,2,0
16440,1,32034,25,S,High School,M,0,0
20121,0,128435,32,M,Graduate Degree,M,2,0
14645,1,139115,38,S,Graduate Degree,M,3,0
26322,0,87363,38,S,Bachelors,M,3,0
26530,1,129474,36,M,Graduate Degree,F,2,2
11187,0,87248,61,M,Graduate Degree,F,2,2
17945,0,53983,47,M,Graduate Degree,M,1,1
17672,1,59462,49,M,High School,M,2,2
20534,1,81836,55,M,Partial College,M,2,2
20845,1,129803,46,M,Bachelors,M,2,0
14412,0,36206,54,S,High School,F,1,0
20938,1,82259,28,S,Partial College,F,2,0
13360,0,79525,59,M,Bachelors,F,2,2
13080,1,78774,48,S,High School,F,2,0
27468,1,110960,27,M,Partial College,M,2,0
20154,1,102458,27,S,Partial College,M,2,0
20096,0,84973,50,M,High School,M,2,1
15752,0,81179,50,M,High School,M,0,2
14918,1,134070,47,S,Graduate Degree,F,2,0
20345,0,51581,44,S,Bachelors,F,2,0
17589,1,138268,35,S,Graduate Degree,F,2,0
27139,0,28661,37,S,Partial College,M,0,0
12340,1,80373,29,S,Bachelors,F,2,0
18451,0,36432,57,M,Partial High School,M,1,2
23899,1,54542,38,S,Partial High School,F,2,0
19701,1,82346,50,M,High School,F,0,2
21175,0,136267,38,S,Graduate Degree,M,2,0
29248,1,87637,44,S,High School,M,3,0
24577,0,53452,57,S,High School,M,1,0
22023,0,27396,28,S,Partial High School,M,1,0
13683,1,31237,31,S,High School,F,0,0
16905,0,56194,67,M,Bachelors,F,1,3
25179,1,60156,44,M,Partial College,M,0,1
15293,0,85818,34,M,Graduate Degree,M,1,2
18503,1,58106,39,S,Bachelors,M,2,0
25954,0,35711,30,M,Partial College,M,1,0
28321,0,53156,45,M,Partial College,M,1,2
19999,1,102437,38,S,Bachelors,F,2,0
21526,1,87695,52,S,Partial College,M,1,0
13364,1,128551,59,S,Bachelors,F,3,1
27313,1,81979,60,M,High School,F,2,2
23313,1,83344,57,M,High School,M,3,2
12062,0,54149,61,M,Bachelors,M,1,2
29281,0,28519,55,S,Partial College,M,0,0
24828,0,25979,40,S,Graduate Degree,F,0,0
11151,1,57610,63,S,Graduate Degree,F,2,1
23933,0,103950,42,S,Partial College,F,1,0
15327,1,107402,56,S,Bachelors,F,2,0
27308,0,85769,49,S,High School,F,1,0
26568,1,107571,50,S,Partial College,F,2,0
27500,1,107182,50,S,Partial College,M,3,0
19589,1,104945,41,M,Bachelors,M,0,2
18428,0,86048,52,S,Graduate Degree,F,1,0
21249,1,34477,28,S,High School,M,1,0
28669,1,131024,35,S,Graduate Degree,M,2,0
24712,0,29907,33,M,Partial College,F,0,2
28104,0,27019,28,M,Partial College,F,0,0
12336,1,128868,58,S,Graduate Degree,M,3,1
22605,1,79100,35,S,Partial College,M,2,0
24428,0,25554,45,M,Partial College,F,1,1
15211,1,57725,44,S,Partial College,M,0,0
28906,1,34632,54,M,High School,M,1,2
26471,0,83117,63,M,Bachelors,M,2,2
14870,0,54015,31,S,Partial College,F,1,0
27662,0,58812,45,S,Partial College,F,1,0
24821,1,59453,36,M,Graduate Degree,F,1,1
26496,0,57914,57,M,High School,F,1,2
17668,0,57823,49,S,High School,M,1,0
16607,0,27339,30,M,Bachelors,M,0,0
28022,1,53814,59,S,High School,M,1,1
24729,0,137813,31,S,Graduate Degree,M,1,0
19860,1,58098,58,S,Partial College,F,2,1
25866,1,62056,59,M,High School,M,1,3
19739,0,78255,65,M,Graduate Degree,M,2,2
16514,0,61860,25,S,Partial College,M,1,0
23558,0,84981,26,M,High School,M,0,0
12248,0,55655,27,S,High School,M,2,0
18144,1,102292,61,M,Bachelors,F,3,2
13099,1,59760,48,M,Partial College,M,1,2
12186,0,29199,45,S,Partial College,M,1,0
18095,1,37212,56,M,Bachelors,M,0,2
16830,0,61517,50,M,Partial College,F,1,2
25153,1,54220,40,S,Bachelors,M,0,0
11649,0,132568,36,M,Graduate Degree,M,2,0
19676,1,87055,59,M,High School,F,0,2
14256,0,55358,62,S,Graduate Degree,F,1,1
18140,1,78628,50,M,Partial College,M,0,2
12938,1,55174,40,S,Bachelors,M,1,0
22254,1,56347,34,M,Graduate Degree,M,0,1
11891,1,55051,47,M,Graduate Degree,F,0,2
17896,1,36554,51,S,Partial College,F,0,0
13316,0,30334,51,M,Partial High School,M,0,2
13508,0,36179,68,M,Graduate Degree,F,1,2
23583,1,87055,31,M,Partial College,F,2,0
13192,1,133949,62,M,Bachelors,M,2,2
15926,0,27429,49,S,High School,F,0,0
17920,1,131431,27,S,Bachelors,M,2,0
22380,1,136051,43,S,Graduate Degree,M,2,0
18348,1,108470,31,S,Partial College,F,2,0
12035,1,60908,64,M,Bachelors,M,1,2
15044,0,50982,28,S,Partial College,F,1,0
20976,1,57561,64,M,Partial College,F,0,2
28638,0,130894,32,S,Graduate Degree,F,2,0
15383,1,62211,43,M,Bachelors,M,0,1
21049,0,57552,37,S,Partial College,M,2,0
11588,1,85843,41,M,Partial College,F,1,2
23636,0,53292,56,M,High School,F,1,2
22574,1,52280,26,M,Partial College,M,1,0
20714,0,25920,33,S,Partial High School,F,0,0
17017,1,30098,43,M,Partial College,M,0,1
22753,1,106157,58,S,Partial College,F,2,1
22545,1,54834,33,M,Graduate Degree,F,1,1
29121,0,129616,46,S,Bachelors,F,2,0
18822,1,61975,43,M,Partial College,M,2,2
20514,1,36520,58,M,Partial College,F,0,2
21897,0,32291,34,M,Partial High School,M,0,1
28110,1,52761,54,M,Partial High School,F,2,2
20635,1,112435,41,M,Bachelors,M,2,2
16434,1,102363,41,M,Bachelors,F,1,2
20142,1,103171,49,M,Partial College,F,1,2
17621,0,76935,42,S,Bachelors,F,1,0
29230,1,86923,42,S,Partial College,F,3,0
17141,0,56511,58,S,Partial College,F,1,1
27815,0,85062,25,M,Partial College,F,3,0
